"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
602936,171377,GREAT PLAINS OF SMITH CO.  INC,614 SOUTH MAIN STREET,SMITH CENTER,KS,66967-,SMITH,99917,R,CAH,1,9,04/01/2015,03/31/2016,89.11,,,1729,13,2259,16,5856,,251,,387,44,,806,,1105,16,5856,,251,,387,133882,401545,448376,684606,5884359,8385340,326160,12248405,5052035,10126720,15178755,,,,,,,826720,,,1782534,,166182,105032,,2880468,3750,106399,3993626,,2908132,2462907,,,2800105,957323,,957323,6637896,976910,1448423,174182,14846,,38372,2652733,,17647,,,17647,2670380,3967516,3967516,6637896,,,,,,,,,5051435,10798266,15849701,4740405,11109296,14269699,-3160403,2459739,-700664,,-700664,0.806944,152346,492763,,
602941,101311,MADISON CTY MEMORIAL HOSPITAL,301  N  E  MARION  STREET,MADISON,FL,32340,MADISON,99910,R,CAH,1,11,10/01/2014,09/30/2015,92.4,,,4287,10,5487,25,9125,,250,4,443,25,,906,10,1583,25,9125,,250,4,443,82594,2222761,1087771,1087771,4119532,6548353,1536517,9914329,8908372,12208078,21116450,,,,,,,265763,253462,,1637777,,27872,,414518,2599392,490000,13960,19793366,59607,,2845595,447655,,21288359,1561997,,1561997,25449748,958302,310815,,343218,,344257,1956592,,22890767,,,22890767,24847359,602389,602389,25449748,,,,,,,,,9004224,13739543,22743767,13975342,8768425,10667885,-1899460,1197341,-702119,140181,-842300,0.469507,1907064,3472507,,
602972,252013,ALLEGIANCE SPECIALTY HOSPITAL OF GRE,300 SOUTH WASHINGTON AVENUE  3RD FL,GREENVILLE,MS,38701,WASHINGTON,99925,R,LTCH,2,4,11/01/2014,10/31/2015,88.89,,,9367,,9927,39,14235,,350,,368,39,,9367,,9927,39,14235,,350,,368,,,-65435,-65435,4706299,6382582,102929,10922118,40890401,5911963,46802364,738105,,4706299,,,,233419,,,4460317,,144892,85774,,4924402,,,,752315,,72237,,,385093,,38450,41750,5351245,3011136,373917,,361222,,,3746275,,,,,,3746275,1604970,1604970,5351245,,,,,,,,,40890401,5911963,46802364,33163928,13638436,11088881,2549555,,2549555,,2549555,0.233367,,,,
602999,451319,CHRISTUS MFH - JACKSONVILLE,2026 SOUTH JACKSON,JACKSONVILLE,TX,75766-,CHEROKEE,99945,R,CAH,9,1,07/01/2015,06/30/2016,150.32,,,1385,44,2786,21,7686,,289,23,588,21,,963,44,1908,21,7686,,289,23,588,1721903,5195083,2422031,2422031,8647750,24649988,2035413,27604079,14174926,152711132,166886058,,,,,,,1639,,,21665218,-18288622,139580,77415,,3837017,,,96200,,1439288,4593959,,,1190768,,26660376,26660376,31688161,1459496,,,,,3744877,8478677,,,,226311,226311,8704988,22983173,22983173,31688161,,,,,,,,,14386525,171104327,185490852,155653730,29837122,33297738,-3460616,6785725,3325109,,3325109,0.165407,1889369,19715348,1525941,2013644
603026,074011,CONNECTICUT MENTAL HEALTH CENTER,34 PARK STREET,NEW HAVEN,CT,06519,NEW HAVEN,35300,U,PH,4,10,07/01/2015,06/30/2016,235,13.52,,538,715,9445,32,11712,,11,11,184,32,,538,715,9445,32,11712,,11,11,184,,,,,19113849,20646786,39889,39512360,28335,4197053,4225388,,,19113849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39760635,-39760635,,-39760635,,-39760635,9.351179,,,,
603030,073025,MOUNT SINAI REHABILITATION HOSPTIAL,490 BLUE HILLS AVENUE,HARTFORD,CT,06112-,HARTFORD,25540,U,RH,5,2,10/01/2014,09/30/2015,171.25,,,3975,1654,8839,60,21900,,307,138,706,60,,3975,1654,8839,60,21900,,307,138,706,,,,,13049296,19825786,540433,32760670,37882487,70526029,108408516,,,,,,,4626011,10290493,,3405829,-780000,,49980,3421798,21033008,,311881,10360565,1310142,241011,3220147,,,4919144,86825,,86825,26038977,84642,1927861,,,,1102772,3115275,,,,,,3115275,22923702,22923702,26038977,,,,,,,,,37882319,70526029,108408348,62880356,45527992,32875082,12652910,378378,13031288,261895,12769393,,,,,
603036,213029,ADVENTIST REHAB. HOSPT. OF MD,9909 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,13644,U,RH,5,1,01/01/2015,12/31/2015,305.3,,,15082,776,26483,87,31755,,1136,58,1946,87,,15082,776,26483,87,31755,,1136,58,1946,,,-1116,-1116,23230767,17168536,1637679,37992669,59247237,9769966,69017203,,,23230767,,,,12485079,,,4148863,,89101,65537,,17544338,,,9938466,,,,,,9938466,,1469225,1469225,28952029,934631,2083044,,,,,3017675,,4347854,,154265,4502119,7519794,21432235,21432235,28952029,,,,,,,,,59252538,9766433,69018971,29130010,39888961,40399303,-510342,2812488,2302146,181696,2120450,0.550481,,,,
603048,161342,MONROE COUNTY HOSPITAL,6580 165TH STREET,ALBIA,IA,52531,MONROE,99916,R,CAH,9,9,07/01/2015,06/30/2016,112.39,,,1458,123,2226,25,9150,,213,30,339,25,,805,117,1244,25,9150,,213,30,339,33751,609877,379706,646731,8507344,10550570,637387,16570118,5341956,23377610,28719566,,,,,,,1756532,356030,,2959868,,293895,189894,1295834,7004850,47600,755349,6275181,,4962235,6564607,,,4994987,647628,1214580,1862208,13862045,362925,1167014,,693986,2400858,,4624783,,6617294,,,6617294,11242077,2619968,2619968,13862045,,,,,,,,,5365476,25780493,31145969,12996538,18149431,19057914,-908483,2645150,1736667,609877,1126790,0.576963,2419233,4655858,64266,96461
603049,161370,LORING HOSPITAL,HIGHLAND AVENUE,SAC CITY,IA,50583,SAC,16999,R,CAH,1,2,07/01/2015,06/30/2016,92.18,,,1080,73,1319,25,9150,,256,24,334,25,,862,73,1083,25,9150,,256,24,334,87859,111557,159712,281863,3967993,8128732,1112120,11538155,3485267,14428466,17913733,,,,,,,1839946,,,1400337,,266002,453429,,4041287,69402,933197,7321573,,8031186,6502451,,,9591756,6502089,169945,6672034,20305077,470327,262604,,849503,,735444,2317878,,9639616,,,9639616,11957494,8347583,8347583,20305077,,,,,,,,,3773955,14249491,18023446,6956578,11066868,11977351,-910483,630052,-280431,,-280431,0.644096,912343,1606117,,
603074,371322,BEAVER COUNTY MEMORIAL HOSPITAL,212 E 8TH STREET,BEAVER,OK,73932,BEAVER,99937,R,CAH,1,9,07/01/2015,06/30/2016,39.01,,,588,5,655,24,8784,,59,1,71,24,,201,5,238,24,8784,,59,1,71,22449,722643,688153,688153,2254784,4064456,160621,4258162,1327570,3225944,4553514,,,,,,,2600751,,,1006221,-532000,465208,17196,,3621241,40731,16380,933240,417933,518683,1844384,,,1014937,,396586,396586,5032764,759513,489052,,34329,,,1282894,,15750,,,15750,1298644,3734120,3734120,5032764,,,,,,,,,1349784,3220532,4570316,1204009,3366307,6319240,-2952933,2649149,-303784,,-303784,0.935138,151375,172720,,
603076,452117,CONTINUECARE HOSPITAL OF MILAND,4214 ANDREWS HIGHWAY,MIDLAND,TX,79703,MIDLAND,33260,U,LTCH,2,2,05/01/2015,04/30/2016,59.14,,,4484,,6856,29,10614,,176,,255,29,,4484,,6856,29,10614,,176,,255,,,,,4216759,6710527,98561,10632089,38239485,,38239485,,,,,,,661252,,,2114496,-288972,123375,120644,,2730795,,,,,127383,398209,,,299106,,,,3029901,,328299,,,,4346780,7202004,,,,91195,91195,7293199,-4263298,-4263298,3029901,,,,,,,,,38228818,,38228818,27531163,10697655,10927286,-229631,,-229631,417334,-646965,,,,,
603093,161326,MADISON COUNTY MEMORIAL HOSPITAL,300 HUTCHINGS,WINTERSET,IA,50273,MADISON,19780,R,CAH,1,9,07/01/2015,06/30/2016,85.06,,,951,57,1326,25,9150,,188,14,288,25,,620,57,961,25,9150,,188,14,288,72671,362531,256621,560372,7447734,12865632,1293706,17569596,3788886,29164857,32953743,,,,,,,3766940,,,3740210,,369170,228579,1683128,9788027,5046,1469320,11877993,,10280859,6026268,,,14404574,14263119,,14263119,38455720,630703,459345,,341000,2031532,1445401,4907981,,13020782,,,13020782,17928763,20526957,20526957,38455720,,,,,,,,,3679604,30655865,34335469,16730096,17605373,20313366,-2707993,4702404,1994411,590431,1403980,0.533159,1575956,3525603,39162,39714
603097,061310,SEDGWICK COUNTY HEALTH CENTER,900 CEDAR STREET,JULESBURG,CO,80737-,SEDGWICK,99906,R,CAH,1,9,01/01/2015,12/31/2015,62.75,,,551,57,741,9,3285,,67,29,143,41,,253,30,367,9,3285,,67,29,143,13696,661256,379764,864909,4856003,4721389,374448,7917646,3951219,9859311,13810530,,,,,,,4337786,1619810,,1416902,,184734,37284,,8133424,15000,206464,6302963,,1298531,2533317,,1148592,3959544,1276123,423771,1699894,13792862,379697,290022,,122003,147049,35737,974508,,2037056,,178802,2215858,3190366,10602496,10602496,13792862,,,,,,,,,3951219,11124836,15076055,4843865,10232190,9577392,654798,728170,1382968,,1382968,0.573305,453645,1622156,4352,15279
603098,371329,FAIRVIEW HOSPITAL,523 STATE ROAD,FAIRVIEW,OK,73737,MAJOR,99937,R,CAH,1,12,07/01/2015,06/30/2016,56.37,,,804,12,920,25,9150,,110,5,206,25,,388,12,473,25,9150,,110,5,206,9064,537720,278274,409531,3186069,3350487,209229,6215712,2024015,8988706,11012721,,,,,,,167437,,,546884,,107871,32938,,855130,,,,,,577507,,821841,417615,,,,1272745,498401,414066,,30466,,,996381,,2229,,,2229,998610,274135,274135,1272745,,,,,,,,,2043746,9562262,11606008,5653013,5952995,6536556,-583561,169460,-414101,1654,-415755,0.564412,383722,912417,,
603121,370080,SHARE MEDICAL CENTER,809 SHARE DRIVE,ALVA,OK,73717,WOODS,99937,R,STH,1,13,07/01/2015,06/30/2016,94.39,,,855,6,994,37,13542,,155,1,190,117,,469,6,569,37,13542,,155,1,190,42001,1157295,715968,814316,5996203,7725191,1077662,9908910,6406035,10462064,16868099,567154,,5996203,392341,,,433566,,,3530775,-2277044,153855,105524,,2029819,132829,86207,15018182,,1828191,8025774,,,12394552,787679,,787679,15212050,921706,450315,150233,,,,1377254,,8154139,,,8154139,9531393,5680657,5680657,15212050,,136247,558912,,,,,,6119254,13920721,20039975,9618073,10421902,13721394,-3299492,2479418,-820074,,-820074,0.587435,173701,917114,,
603123,371316,STROUD REGIONAL MEDICAL CENTER,2308 HIGHWAY 66 WEST,STROUD,OK,74079,LINCOLN,36420,R,CAH,1,4,10/01/2014,09/30/2015,47.05,,,655,47,1058,25,9125,,87,18,112,25,,315,47,578,25,9125,,87,18,112,10781,3050299,4020702,6039762,4301909,15022757,133392,16700621,2077735,10167866,12245601,,,,,,,185859,,,5778752,-4443981,91741,71134,387436,2111362,40000,,4705210,,,1093204,,,4351622,,9446004,9446004,15908988,35971534,58029,,1596031,,97722,37723316,,11700611,,,11700611,49423927,-33514939,-33514939,15908988,,,,,,,,,2093266,11338759,13432025,1795451,11636574,19324666,-7688092,1510665,-6177427,2047874,-8225301,1.363806,556620,3342116,,
603134,171367,GOVE COUNTY MEDICAL CENTER,520 WEST 5TH,QUINTER,KS,67752-0129,GOVE,99917,R,CAH,1,9,01/01/2015,12/31/2015,123.62,,,2652,18,3403,21,7665,,295,,558,64,,901,,1477,21,7665,,295,,558,9789,292839,223033,330466,5761977,7234085,194402,12614042,9349766,7355941,16705707,,,,,,,1817942,250000,,2710750,-852000,314033,111185,130000,4637110,153039,138221,7053235,,1740824,3208738,,1217077,5510056,,250717,250717,10397883,904954,480019,96446,316600,,119090,1917109,,1906525,,4609762,6516287,8433396,1964487,1964487,10397883,,,,,,,,,9447656,7401332,16848988,5148267,11700721,12996062,-1295341,1347741,52400,,52400,0.755074,183332,385081,,
603135,281335,CALLAWAY DISTRICT HOSPITAL,211 EAST KIMBALL,CALLAWAY,NE,68825-0100,CUSTER,99928,R,CAH,1,11,08/01/2015,07/31/2016,36.47,,,547,1,722,12,4392,,129,1,163,12,,454,1,566,12,4392,,129,1,163,1154,151414,137669,142212,3100227,3528983,325083,6125935,1789101,4767802,6556903,,,,,,,280935,2828889,,1480562,-677100,210414,67913,850897,5136822,91760,,6069787,,,3666039,,,4228666,104330,,104330,9469818,151807,269293,,238000,,37587,696687,,2374000,,6110,2380110,3076797,6393021,6393021,9469818,,,,,,,,,1789101,5015145,6804246,293510,6510736,6629210,-118474,518147,399673,152649,247024,0.934273,57147,66030,,
603145,370156,PAULS VALLEY GENERAL HOSPITAL,100 VALLEY DRIVE,PAULS VALLEY,OK,73095,GARVIN,99937,R,STH,1,13,07/01/2015,06/30/2016,137.6,,,1029,60,1377,64,23424,,355,28,493,64,,1029,60,1377,64,23424,,355,28,493,,,-6425,1764809,6380900,9650788,880104,13104832,6177455,34971988,41149443,967518,,6380900,,,,-786895,,,6050498,,235269,621033,,6037646,20520,,7525768,,3579194,7573637,,,7495607,,376052,376052,13909305,6387861,1169352,1089059,,,,8646272,,7784099,,,7784099,16430371,-2521066,-2521066,13909305,,419898,1371055,79251,,,,,6177455,35539267,41716722,31871512,9845210,16031688,-6186478,6186479,1,,1,0.318469,,5561717,,
603166,171348,NORTON COUNTY HOSPITAL,102 E. HOLME,NORTON,KS,67654-0250,NORTON,99917,R,CAH,1,9,07/01/2015,06/30/2016,95.21,,,1429,145,2863,25,9150,,173,1,279,25,,545,1,764,25,9150,,173,1,279,100123,282041,281666,411873,6425536,7517454,619410,11795066,3164956,12660594,15825550,,,,,,,7513625,,,4076019,-1811000,291171,191656,2136,10263607,157482,295520,9871932,,915991,6176222,,,5928586,,933226,933226,17125419,702450,666855,72379,,,638000,2079684,,1742543,,4851009,6593552,8673236,8452183,8452183,17125419,,,,,,,,,3336022,13315317,16651339,5192986,11458353,13942990,-2484637,2397735,-86902,,-86902,0.745318,701426,1115810,,
603168,281328,LITZENBERG MEMORIAL COUNTY HOSPITAL,1715 26TH STREET,CENTRAL CITY,NE,68826-,MERRICK,99928,R,CAH,1,9,07/01/2015,06/30/2016,83.23,,,1157,44,1367,20,7320,,159,11,212,66,,462,44,609,20,7320,,159,11,212,80009,425140,377168,377168,6738931,8501039,383313,14517505,5671532,15098421,20769953,,,,,,,3970694,20604,,4154020,-2341000,239008,141548,8333,6473452,63761,43946,5678626,,,3922902,,,3289771,739786,7088,746874,10510097,861204,744510,,153225,,3765,2700780,,1087582,,,1087582,3788362,6721735,6721735,10510097,,,,,,,,,5940725,15393701,21334426,6366669,14967757,15239970,-272213,2287702,2015489,1094741,920748,0.698967,1626889,2020975,,
603169,281351,CHASE COUNTY COMMUNITY HOSPITAL,600 WEST 12TH STREET,IMPERIAL,NE,69033-,CHASE,99928,R,CAH,1,9,07/01/2015,06/30/2016,62.73,,,448,17,570,22,8052,,63,7,91,22,,185,17,244,22,8052,,63,7,91,301319,390585,602909,602909,4433025,7307751,548213,9672824,1494090,11033062,12527152,,,,,,,390547,,,2154823,-749000,362626,128543,,2416946,15897,144719,5839184,,,5655408,,,3313600,430347,,430347,6160893,121422,649494,,461160,,274745,1506821,1255719,,,,1255719,2762540,3398353,3398353,6160893,,,,,,,,,1494090,11425354,12919444,2850546,10068898,11740776,-1671878,1142003,-529875,,-529875,0.772149,720045,714205,,
603172,151308,ST. VINCENT MERCY HOSPITAL,13311 SOUTH A ST.,ELWOOD,IN,46036-,MADISON,11300,U,CAH,1,1,07/01/2015,06/30/2016,128.71,,,845,9,1535,25,9150,,189,56,397,25,,699,9,1370,25,9150,,189,56,397,1642688,2344963,2421399,6609685,7467313,14784457,1201822,21740655,8039393,60887194,68926587,,,,,,,340090,,,6472407,-3380044,461810,195039,,4412763,457300,528489,13449742,6349093,2468683,5451545,76140,,9950662,,15586382,15586382,29949807,577631,1282520,,,,1337406,3286850,,11131953,,,11131953,14418803,15498520,15531004,29949807,,,,,,,,,8927286,60657064,69584350,45038779,24545571,22251770,2293801,-259847,2033954,,2033954,0.315418,832629,15918288,,
603173,151314,ST VINCENT SALEM,911 N. SHELBY STREET,SALEM,IN,47167,WASHINGTON,31140,R,CAH,1,2,07/01/2015,06/30/2016,109.69,,,420,20,661,25,9150,,75,2,132,25,,230,20,433,25,9150,,75,2,132,1274798,1477395,1758389,4610810,6167456,10427588,,15443341,2552159,51410246,53962405,,,,,,,7404469,,,4920405,-2867396,356804,180614,50300,10637904,180000,,1187750,859079,620016,1755367,,,2433632,,8659,8659,13080195,616082,603530,,,,1883716,3065121,,,,,,3065121,10015074,10015074,13080195,,,,,,,,,4526882,49435523,53962405,35993794,17968611,16595044,1373567,-5288,1368279,,1368279,0.286187,925581,13201167,,
603177,321301,SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,SOCORRO,NM,87801,SOCORRO,99932,R,CAH,1,2,01/01/2015,12/31/2015,152.67,,,321,166,1621,24,8760,,107,74,521,24,,321,119,1375,24,8760,,107,74,521,1005064,849883,1363471,1540030,13135430,14160802,959302,20211564,7273199,40235231,47508430,,,,,,,13141,,,6137219,-3654373,147893,73652,,4140266,,165190,15833479,,,9460843,,3044833,12194640,,,,16334906,469603,1225178,,,,395605,2090386,,,,-3324615,-3324615,-1234229,17569135,17569135,16334906,,,,,,,,,7786334,49996746,57783080,31808820,25974260,27296232,-1321972,1433720,111748,,111748,0.425431,6460782,18221040,9253,34955
603178,451382,COMANCHE COUNTY MEDICAL CENTER,10201 HIGHWAY 16 NORTH,COMANCHE,TX,76442-,COMANCHE,99945,R,CAH,1,11,01/01/2015,12/31/2015,151.25,,,2330,5,3208,25,9125,,407,2,623,25,,1533,5,2319,25,9125,,407,2,623,,2417080,1322378,1322378,7473912,15067577,274290,21403046,8035042,29543221,37578263,,,,,,,1652171,,36891,11584749,-10127829,661818,89630,,4580022,,14700,328566,15315,,5026766,,,1363028,,30533,30533,5973583,1026225,552275,95666,-1727378,,634206,630994,,,,,,630994,5342589,5342589,5973583,,,,,,,,,7603393,31751027,39354420,21648119,17706301,22541489,-4835188,7055920,2220732,,2220732,0.569559,60370,85747,,
603181,252006,REGENCY HOSPITAL OF MERIDIAN,1102 CONSTITUTION 2ND FLOOR,MERIDIAN,MS,39301,LAUDERDALE,99925,U,LTCH,2,4,08/01/2015,07/31/2016,97.23,,,9028,,10311,40,14640,,346,,391,40,,9028,,10311,40,14640,,346,,391,,,-36744,-36744,5820387,7069413,95942,12629505,56245388,,56245388,,,5820387,,,,,,,2620566,-187570,,1913,106204,2541113,,,296827,,,472803,,,118558,,6281642,16219984,18879655,411072,476255,,,,,5164475,,,,,,5164475,13715180,13715180,18879655,,,,,,,,,56242826,,56242826,41630499,14612327,12728322,1884005,388222,2272227,1216850,1055377,0.224543,,,,
603182,344014,HOLLY HILLS HOSPITAL,3019 FALSTAFF ROAD,RALEIGH,NC,27610,WAKE,39580,U,PH,4,4,01/01/2015,12/31/2015,314.48,,,11790,1269,66755,205,74825,,999,135,7466,205,,11790,1269,66755,205,74825,,999,135,7466,,,,,15781336,26314746,1341872,26714696,81917390,4516475,86433865,,,,,,,-46179,,,4011686,,172526,62384,,4200417,2899873,,34816359,,,3554149,,,35058670,,40893831,40893831,80152918,615251,852180,,,,,29994418,,,,,,29994418,50158500,50158500,80152918,,,,,,,,,81917390,4516475,86433865,40185544,46248321,40967767,5280554,630269,5910823,,5910823,,,,,
603183,362027,SSH - AKRON  LLC,200 EAST MARKET STREET,AKRON,OH,44308,SUMMIT,10420,U,LTCH,2,4,12/01/2014,11/30/2015,168.95,,,6153,1326,16647,60,21900,,237,51,621,60,,6153,1326,16647,60,21900,,237,51,621,,,-23296,-23296,9072055,16525652,440540,23103009,83611158,,83611158,,,9072055,,,,,,,3977430,-185350,,6096,157758,3955934,,,203692,,,3584612,,,1259505,,200,1694455,6909894,749774,999325,,,,,1199643,,,,910005,910005,2109648,4800246,4800246,6909894,,,,,,,,,83611158,,83611158,57410134,26201024,25320221,880803,1192565,2073368,,2073368,0.276315,,,,
603184,392044,SSH - PITTSBURGH / UPMC,200 LOTHROP STREET MUH E824,PITTSBURGH,PA,15213,ALLEGHENY,38300,U,LTCH,2,4,07/01/2015,06/30/2016,86.01,,,4471,,9070,32,11712,,162,,298,32,,4471,,9070,32,11712,,162,,298,,,-28231,-28231,5615768,7616314,135691,13163723,57146255,,57146255,,,5615768,,,,,,,3230704,-285529,,,85610,3213323,,,505997,103579,,1341423,,,363106,,,4945020,8521449,602299,344704,,,,,122242,,,,,,122242,8399207,8399207,8521449,,,,,,,,,57145969,,57145969,41656199,15489770,12861594,2628176,13950,2642126,1842505,799621,0.230351,,,,
603273,052046,PROMISE HOSPITAL OF EAST LOS ANGELES,16453 SOUTH COLORADO AVE,PARAMOUNT,CA,90723,LOS ANGELES,31084,U,LTCH,2,4,07/01/2015,06/30/2016,693.85,,,38771,1057,52435,213,77958,,1533,14,1818,213,,38771,1057,52435,213,77958,,1533,14,1818,,,,,45714405,52566008,2474614,88414203,388180840,567687,388748527,,,,,,,-346204,,,29316740,-40266080,585402,257636,2012858,43077690,,,46276,1979365,199390,2235402,258819,,3613346,,1387500,1387500,48078536,5288167,3761976,7821522,,,6216069,87009003,,601031,,,601031,87610034,-39531498,-39531498,48078536,,,,,,,,,388180840,567687,388748527,289790857,98957670,98280413,677257,393611,1070868,,1070868,,,,,
603274,054078,AURORA LAS ENCINAS BHS,2900 EAST DEL MAR BLVD,PASADENA,CA,91107,LOS ANGELES,31084,U,PH,4,4,01/01/2015,12/31/2015,239.47,,,6809,659,28211,118,43070,,834,162,5350,156,,6809,659,28211,118,43070,,834,162,5350,,,,,14521561,12141773,221910,22967713,45733250,5461280,51194530,,,,,,,-112784,,,2636421,,19436,219307,,2994413,,,,1811752,,,,,1811752,,522313,522313,5328478,1341797,,,,,966355,2308152,,,,478684,478684,2786836,2541642,2541642,5328478,,,,,,,,,45733250,5461280,51194530,22019620,29174910,26663334,2511576,12905,2524481,,2524481,,,,,
603276,271336,NORTH VALLEY HOSPITAL,1600 HOSPITAL WAY,WHITEFISH,MT,59937-,FLATHEAD,99927,R,CAH,9,2,07/01/2015,06/30/2016,283.62,,,1608,1409,5735,25,9150,,468,339,1596,25,,1177,759,3738,21,7686,,468,339,1596,4454563,2799092,6104886,6104886,19663477,33838429,3803290,43886546,27060675,46469206,73529881,,,,,,,7360662,3430998,,10595893,-4923241,1026560,681953,1921873,20094698,2155016,4564442,29555784,,1915385,19995505,,4978604,28357279,,412233,412233,48864210,2749526,1740380,19336,1881040,,1811106,8201388,19061648,405820,,,19467468,27668856,21195354,21195354,48864210,,,,,,,,,27800953,51624372,79425325,24765794,54659531,56302806,-1643275,1602794,-40481,80564,-121045,0.596853,6581094,10760363,,
603277,292007,LAS VEGAS AMG SPECIALTY HOSPITAL,4015 MCLOUD DR.,LAS VEGAS,NV,89121,CLARK,29820,U,LTCH,2,4,05/01/2015,08/31/2015,37.21,,,449,351,1026,24,2952,,17,11,41,24,,449,351,1026,24,2952,,17,11,41,,26184,12070,12070,869706,1082933,17027,1905768,3942031,,3942031,132912,,869706,,,,8639,,,791916,,,17241,,817796,,,,,,389050,,,372023,,477789,482199,1672018,2108011,71716,,,,,2179727,,30912,,,30912,2210639,-538621,-538621,1672018,,,,,,,,,3942031,,3942031,2528028,1414003,1952639,-538636,15,-538621,,-538621,0.483448,,,,
603278,294008,RED ROCK HOSPITAL,5975 WEST TWAINTREET,LAS VEGAS,NV,89103,CLARK,29820,U,PH,4,4,01/01/2015,12/31/2015,37.31,,,3472,649,6341,21,7665,,228,69,499,21,,3472,649,6341,21,7665,,228,69,499,,,,,2578642,1998498,26871,4781930,9511508,,9511508,,,,,,,64806,,,1004413,-306584,12509,25157,,860032,,,,47276,,187973,,,61523,,-4018246,-4018246,-3096691,84489,77839,7297,,,,169625,,,,,,169625,-3266316,-3266316,-3096691,,,,,,,,,9511508,,9511508,4430977,5080531,4577140,503391,398,503789,,503789,,,,,
603280,381307,HARNEY DISTRICT HOSPITAL,557 W. WASHINGTON,BURNS,OR,97720-,HARNEY,99938,R,CAH,9,11,07/01/2015,06/30/2016,124.5,,,786,30,1484,20,7302,,142,8,320,20,,387,13,780,18,6570,,142,8,320,129092,1668326,1414151,1690855,10732381,12083218,2286792,20725770,4813844,21100092,25913936,,,,,,,641072,3122824,,3455585,,344921,491071,,8994667,110538,,22030251,,,8187049,,,13707627,515043,49467,564510,23266804,281679,690065,136434,928923,,420070,2514178,16101246,,,482534,16583780,19097958,4168846,4168846,23266804,,,,,,,,,4813844,23022994,27836838,6324744,21512094,22815599,-1303505,2072470,768965,,768965,0.799792,3441858,4649892,,
