"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
711296,450011,ST. JOSEPH REGIONAL HEALTH CENTER,2801 FRANCISCAN DRIVE,BRYAN,TX,77802,BRAZOS,17780,U,STH,1,1,01/01/2015,06/30/2015,1973.32,26.19,,12689,4638,28808,209,37829,,2860,485,6766,228,,10987,4638,22776,181,32761,,2860,485,6766,10512817,9097270,12165041,12198036,53855107,102889108,224646,113379606,337402400,401134602,738537002,12221969,,53855107,2049417,,,17116165,,,56517334,-12418467,5472648,24504251,5923045,97596706,11727319,2863539,118943800,,150735,49758962,,,174743334,190973727,39972360,230946087,503286127,18979090,11149789,,1663110,,6197570,38092357,116088349,,,9314217,125402566,163494923,339791204,339791204,503286127,,24957829,,40502,597740,0.0958,4945889,1385309,341609660,437930442,779540102,616659094,162881008,156744215,6136793,8323175,14459968,4327,14455641,0.153519,,,,
711304,500025,SWEDISH MEDICAL CENTER CHERRY HILL,500 - 17TH AVENUE,SEATTLE,WA,98124-5711,KING,42644,U,STH,1,2,01/01/2015,12/31/2015,1260.3,26.13,,17993,2623,45486,170,62050,,3506,284,8965,216,,14090,2623,34134,126,45990,,3506,284,8965,6119931,4859643,7413947,8668166,111712223,216239097,19402941,380822883,1216274896,443171955,1659446851,30538886,,111712223,11131539,515944,971649,1380135,222264,,87710697,-9269122,10818537,931458,,328186740,37000000,,112013716,8383618,2947814,78791583,,,179257645,27316323,658027,27974350,535418735,19740891,8919457,,844893,154938,3418645,54334637,,78408786,,1983023,80391809,134726446,400692289,400692289,535418735,,43650359,15962893,15827015,1320434,0.0886,16052043,4725185,1217285059,450579992,1667865051,1175758181,492106870,471090745,21016125,11758548,32774673,,32774673,0.229488,44682706,214471343,,
711364,051306,GLENN MEDICAL CENTER,1133 WEST SYCAMORE STREET,WILLOWS,CA,95988-,GLENN,99905,R,CAH,1,2,07/01/2015,06/30/2016,100.16,,,748,222,1126,7,5490,,121,36,191,7,,470,200,740,7,5490,,121,36,191,718082,1411290,1400068,4300933,6320321,7900918,185350,13472691,3027216,24852930,27880146,,,,,,,666496,,,4330562,-2313777,259374,18947,,4544845,60000,9086,960557,,,5827504,,,4049528,,,,8594373,548079,518284,,,1225155,,2291518,,1714228,,,1714228,4005746,4588627,4588627,8594373,,,,,,,,,3073917,26894072,29967989,16249190,13718799,14221239,-502440,426639,-75801,,-75801,0.483236,2037744,10219869,,
711453,490001,NORTON COMMUNITY HOSPITAL  INC.,100 15TH STREET NW,NORTON,VA,24273-,NORTON,99949,R,STH,1,2,10/01/2014,09/30/2015,365.62,20.6,,4377,401,10311,51,18615,,1244,109,3088,62,,3314,243,7363,39,14235,,1244,109,3088,557074,7236375,1884670,4559008,20344167,29709744,3702657,43928625,94617540,161224842,255842382,6671115,,19157708,21416,,416590,4808286,,,31956091,-21919300,965624,300023,,19170448,2111034,1190789,40312789,97208,,50661859,,,46924954,24517180,3187590,27704770,93800172,4717594,2085478,,140428,,,7887896,,20859248,,8165477,29024725,36912621,56887551,56887551,93800172,,,7195712,7274,215871,0.12,2827665,1128230,94617633,161249365,255866998,198672972,57194026,50053911,7140115,1754567,8894682,,8894682,0.171702,5072440,46977147,,
711479,140186,RIVERSIDE MEDICAL CENTER,350 NORTH WALL STREET,KANKAKEE,IL,60901,USA,28100,U,STH,1,2,01/01/2015,12/31/2015,1746.72,18.42,,17003,11566,49459,291,106215,,3825,2719,9342,335,,14246,9967,42283,260,94900,,3825,2719,9342,3821359,8995959,6101980,9458872,117637732,161846288,17745240,209313641,340887759,555260905,896148664,23337065,43029,120765011,3219100,,,35744135,,,35927007,,7061934,3421295,22254866,104409237,7979046,3894930,235036501,,,299836981,,,219677618,238852188,7062930,245915118,570001973,5953855,23042788,,4566560,,29365801,62929004,,128673515,,25788924,154462439,217391443,352610530,352610530,570001973,,26573024,8948743,248942,1863117,0.2098,5825182,1095669,340885125,631100057,971985182,680720639,291264543,281741150,9523393,1849447,11372840,,11372840,0.23357,30416735,144597454,,
711543,220012,CAPE COD HOSPITAL,27 PARK STREET,HYANNIS,MA,02601,BARNSTABLE,12700,U,STH,1,2,10/01/2014,09/30/2015,1803,,,37477,4580,64451,239,87235,,8469,694,15201,259,,33558,3651,56325,215,78475,,8469,694,15201,5657265,3727232,7019175,14737673,169292494,268892276,23155811,377702767,364988645,624484550,989473195,51345191,,169292494,2980829,,,21675973,2962169,,43406734,,8059856,5952668,,99596068,17192757,10707317,256514212,,29256907,115690904,,,209050332,191683176,9408701,201091877,509738277,41863619,,,7192477,,16124819,65180915,,,,143425695,143425695,208606610,268389033,301131667,509738277,,,90270271,2403068,990716,0.0439,11750165,622955,388038363,603170409,991208772,528942479,462266293,438184770,24081523,9126694,33208217,,33208217,0.381721,44139959,136385416,,
711552,330019,NY COMMUNITY HOSPITAL OF BROOKLYN,2525 KINGS HIGHWAY,BROOKLYN,NY,11229,KINGS,35614,U,STH,1,2,01/01/2015,12/31/2015,597.6,5.01,,22065,2673,38213,134,48910,,3713,493,7159,134,,20740,2549,35841,127,46355,,3713,493,7159,1716348,2550000,2817926,7346001,45958106,52071807,3126488,89146653,162905259,37939311,200844570,16161075,,45958106,797772,159566,41272,9921000,30708000,,30359000,-13567000,1239000,1301000,1208000,61173059,61862,21500,41223928,,,33408000,,3252559,19441761,,12242180,12242180,92857000,16304000,4864000,,,,1348000,22516000,,,,25396000,25396000,47912000,44945000,44945000,92857000,,23489587,8367313,629220,3560008,0.447,7105789,451444,161526592,38891586,200418178,107227409,93190769,98029913,-4839144,638144,-4201000,910000,-5111000,0.443859,10496088,33905598,1835,15770
711555,330065,NIAGARA FALLS MEMORIAL MEDICAL CENTE,621 10TH STREET,NIAGARA FALLS,NY,14203,NIAGARA,15380,U,STH,1,2,01/01/2015,12/31/2015,840.2,11.85,,8150,3784,25701,133,48545,,1161,550,4955,133,,7269,3660,22515,121,44165,,1161,550,4955,1185187,5000476,3797991,7753252,47619727,52246891,5222766,85445236,65927558,91880801,157808359,12281329,167410,47973205,974993,35492,164157,5006811,,,19236893,-9254891,2014468,657153,,23919709,292014,1615209,54213234,2557876,14438882,63631462,,,39915323,2523604,16791731,19315335,83150367,7311673,7592984,,2798078,1708755,1384322,20795812,15419488,1348854,,5691391,22459733,43255545,39894822,39894822,83150367,,6226485,1834304,386578,802048,0.398,5813614,305971,64217769,112362784,176580553,88944494,87636059,99122567,-11486508,16233843,4747335,,4747335,0.541449,26730590,58449435,,
711601,050393,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241-7010,LOS ANGELES,31084,U,STH,1,2,10/01/2014,09/30/2015,957.69,24.46,,8299,5515,31618,192,70080,,1750,902,8258,192,,6961,3956,25246,167,60955,,1750,902,8258,835131,3243492,1532796,16834986,68437481,96698484,6045374,138988863,563848859,450437646,1014286505,15123564,,68474988,2431138,,311144,1792191,765108,,85225590,-67850021,2501647,5817743,,44214880,18367365,698439,41708810,4517615,,18991268,,,72816985,,18863544,18863544,135895409,13079664,6356073,,,,21621910,169122205,,,,25958466,25958466,195080671,-59185262,-59185262,135895409,,,17173961,552061,1230085,0.2865,20483747,906184,563259848,451026657,1014286505,887472689,126813816,165135965,-38322149,36091122,-2231027,,-2231027,0.137031,15154629,248844489,,
711631,244002,ANOKA-METRO REGIONAL TREATMENT CTR.,444 LAFAYETTE ROAD,ST. PAUL,MN,55164-0979,ANOKA,33460,U,PH,4,10,07/01/2015,06/30/2016,377.14,,,3840,2327,36180,110,40260,,62,42,281,110,,3840,2327,36180,110,40260,,62,42,281,,,,,39817699,6002922,1150782,40379573,180900,,180900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45820621,-45820621,,-45820621,,-45820621,,,,,
711642,340130,CAROLINAS HEALTHCARE SYSTEM UNION,600 HOSPITAL DRIVE,MONROE,NC,28111,UNION,16740,U,STH,1,11,01/01/2015,12/31/2015,913.06,4.46,,13194,6662,34544,175,63875,,3207,2289,8827,245,,11609,4016,27897,157,57305,,3207,2289,8827,8727422,25700750,14319411,14586246,57362248,119117097,12549719,152438558,248226417,486641571,734867988,15186085,,57196493,1251435,41492,,1019,,,56911304,-5879284,2670511,291099,,66574146,4080290,2169469,131963459,,54214467,973939,,,146484842,86806280,588461,87394741,300453729,775271,,,,,,6808656,,,,,,6808656,293645073,293645073,300453729,,18739379,6145944,340049,1036474,0.1666,7214087,334210,251433723,498021837,749455560,547808579,201646981,176479345,25167636,5334245,30501881,4149918,26351963,0.207437,15754270,119433102,138031,1134825
711664,500008,UNIVERSITY OF WASHINGTON MED CTR,1959 NE PACIFIC ST,SEATTLE,WA,98195-9415,KING,42644,U,STH,1,10,07/01/2015,06/30/2016,4298.45,401.51,,31857,13669,119312,397,139911,,4759,1309,18192,429,,19876,13307,65270,210,77093,,4759,1309,18192,9202863,6490417,11583207,22164195,344926314,781722681,23896441,880164259,1304661247,1019558794,2324220041,106382619,,344926314,43178698,,57393,24973000,,,364594441,-216435707,19100053,13088630,,231257584,2631402,9989578,695322921,,109682618,440160830,,,548405358,196701598,246153144,442854742,1222517684,130122202,51808436,,1228773,,,196462315,,560964869,,4643839,565608708,762071023,460446661,460446661,1222517684,,18511361,59863017,14512286,4508486,0.2301,17822366,23698923,1385149370,1060233174,2445382544,1367341841,1078040703,1126648993,-48608290,57584784,8976494,36655494,-27679000,0.378692,135124196,449093816,,
711698,370037,ST ANTHONY HOSPITAL,1000 N LEE BLVD,OKLAHOMA CITY,OK,73101,OKLAHOMA,36420,U,STH,1,1,01/01/2015,12/31/2015,2288.27,46.85,,31456,28407,102352,377,137605,,5939,3811,20176,560,,26412,14102,74337,291,106215,,5939,3811,20176,16747141,27425520,22785973,22785973,149873488,313395587,36096407,377200473,799763093,1013912125,1813675218,37200623,,149873488,1157024,,789254,-88492,261795,,188358457,-124011223,8121009,2476849,,79769852,7204112,1675517,231666235,2676445,25610682,145608741,,,184126434,,9606644,9606644,273502930,15073999,14249135,,8740059,,20197601,-9739816,,183735065,,,183735065,173995249,99507681,99507681,273502930,,40827770,14261608,1457166,2560279,0.1859,15956852,3097015,826128367,1038378885,1864507252,1427399971,437107281,463269075,-26161794,54671628,28509834,,28509834,0.207976,71999264,273133429,,
711711,453035,SA WARM SPRINGS REHAB HOSP,5101 MEDICAL DRIVE,SAN ANTONIO,TX,78229-,BEXAR,41700,U,RH,5,4,06/01/2015,05/31/2016,422.96,1.9,,19485,27,31746,129,47214,,1691,1,2597,139,,19485,27,31746,129,47214,,1691,1,2597,,,,,24032252,23367513,553597,44419404,138023528,21941693,159965221,,,,,,,51913,,,7443904,-929268,417163,115186,,7135510,,,,1847695,,3225927,,,3057925,,195097,195097,10388532,2100849,2139053,40616,,,628129,4908647,,,527870,13684924,14212794,19121441,-8732909,-8732909,10388532,,,,,,,,,138023526,21941694,159965220,108311351,51653869,47399765,4254104,299120,4553224,,4553224,,,,,
711806,393302,CHILDRENS HOSPITAL OF PGH OF UPMC,45TH ST. AND PENN AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,38300,U,CH,7,2,07/01/2015,06/30/2016,2625.49,262.68,,602,2610,80490,315,113102,,89,230,12558,315,,504,1017,48415,212,75404,,89,230,12558,,,,,150635170,455578155,36795022,376549410,1074406709,963540835,2037947544,,,,,,,44457,2372676,52322585,194477939,-104165017,3556423,415000,1523,249589507,63389512,11927078,468262246,2242183,234122219,164102700,,40740298,643754922,326811080,,326811080,1220155509,5294004,-102,,309174,539787,5435485,11578348,,237418,,,237418,11815766,884364335,1208339743,1220155509,,,,,,,,,1074379921,970542980,2044922901,1463740472,581182429,606213325,-25030896,60760504,35729608,73,35729535,,,,,
711814,440046,HORIZON MEDICAL CENTER,111 HIGHWAY 70 EAST,DICKSON,TN,37055,DICKSON,34980,U,STH,1,4,06/01/2015,05/31/2016,423.7,,,8690,21,19158,122,44652,,2136,12,5152,134,,7819,21,16485,116,42456,,2136,12,5152,6246212,10887241,7850695,7979797,28487490,53700559,3755313,64224080,192443872,312201943,504645815,6595172,,28487490,140398,,,10224,,,23607388,-13852528,2620598,252799,,12669762,5506361,1762592,48646458,2572491,13640175,31860084,2429159,,46450203,,16029952,16029952,75149917,1672179,3021504,429186,459430,,36227,5618526,,1315052,75801171,48931,77165154,82783680,-7633763,-7633763,75149917,,4566183,8819126,67410,315893,0.0944,,,192443872,312201943,504645815,423888104,80757711,82188049,-1430338,652191,-778147,39,-778186,0.127266,13390757,117104482,,
711826,490136,ST. FRANCIS MEDICAL CENTER,13700 ST. FRANCIS BLVD.,MIDLOTHIAN,VA,23114,CHESTERFIELD,40060,U,STH,1,1,09/01/2015,08/31/2016,1360.85,22.04,,14294,3883,38435,130,47580,,3257,510,9240,130,,13063,1306,29231,120,43920,,3257,510,9240,6160422,14999569,9468679,13290405,80724973,163748703,5755973,199429706,379092596,529703325,908795921,18635619,,95771776,1249135,71263,404044,32310626,,,75699389,-43467736,2902604,1158114,,68602997,21097936,9788782,74716582,16280147,3411237,64761391,,3915435,97021341,,7060558,7060558,172684896,8674835,343810,,,,781805,9800450,,,,91716787,91716787,101517237,71167659,71167659,172684896,,2048922,27141406,2044529,318905,0.0437,6626105,2049073,379092595,590802212,969894807,694460199,275434608,244473676,30960932,-16299601,14661331,,14661331,0.219444,12141118,72833396,,
711842,052055,CENTRAL VALLEY SPECIALTY HOSPITAL,730 17TH STREET,MODESTO,CA,95354-1209,STANISLAUS,33700,U,LTCH,2,4,01/01/2015,12/31/2015,336.27,,,10616,29,31241,96,35040,,434,1,905,100,,10616,29,31241,96,35040,,434,1,905,,,,,19310915,19412611,502863,38003410,170123675,92712,170216387,,,,,,,9580554,,,5448183,,426942,,,15507432,,,,,855776,300761,,,796140,,,,16303572,2548038,1326856,,3581173,,2220707,9676774,,,,,,9676774,6626798,6626798,16303572,,,,,,,,,170123674,92712,170216386,120782255,49434131,38723526,10710605,63421,10774026,,10774026,,,,,
711845,070012,ROCKVILLE GENERAL HOSPITAL  INC.,31 UNION STREET,VERNON,CT,06066-,TOLLAND,25540,U,STH,1,2,10/01/2014,09/30/2015,385.31,1.26,,5110,1289,9765,102,37230,,1020,266,2112,232,,4122,1289,7722,93,33945,,1020,266,2112,2345593,3610628,3533902,12954316,38282407,45246144,3672610,75491915,96246044,133945130,230191174,10366592,,38282407,,,17274,3670781,,,9789510,,1300485,223376,466092,16209537,1364006,557522,59204284,1563538,9520547,30083610,,,29861689,29457050,6417652,35874702,81945928,6617839,,,,,4625115,11242954,,29652115,,16247978,45900093,57143047,24802881,24802881,81945928,,,10078116,334512,69287,0.0275,3851223,67826,99437623,152384184,251821807,169994639,81827168,87344355,-5517187,2803957,-2713230,1101039,-3814269,0.327953,5405064,45206107,,
711861,180056,METHODIST HOSPITAL,1305 NORTH ELM STREET,HENDERSON,KY,42420-,HENDERSON,21780,U,STH,1,2,07/01/2015,06/30/2016,910.39,8.36,,7017,187,18870,121,44286,,1506,40,4653,121,,5866,140,14070,94,34404,,1506,40,4653,1610758,8759387,3612724,3745244,54856352,79566122,6817119,89431288,111995233,289254822,401250055,13180145,,54856352,,,241538,7000319,,,84348453,-63172244,1940090,1765657,,12008208,784798,1480986,64123593,40220176,,66426121,,,68791153,2184350,3048987,5233337,86032698,7823925,5896472,3484932,4100842,,2750212,24056383,,27320840,,14879564,42200404,66256787,19775911,19775911,86032698,,2338380,7709190,305666,643044,0.256,3172163,253641,120931067,336577647,457508714,332406151,125102563,130710614,-5608051,480962,-5127089,,-5127089,0.222882,103090938,123595418,,
711873,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10310,RICHMOND,35614,U,STH,1,2,01/01/2015,12/31/2015,1966.46,134.75,,16281,7091,73814,271,99383,,2503,1179,13655,336,,14327,5126,55999,226,82958,,2503,1179,13655,6483425,12296723,9916305,14266888,156238011,152162627,8587837,253037688,582795930,334413172,917209102,40238162,,156238011,,1142884,4271815,45569541,,,33066791,,5544524,1099330,5376448,99049218,4471164,230062,33887502,,,42608710,,,51916445,,13476679,13476679,164442342,23836855,11164802,,4878823,583821,7274963,47739264,,9134333,,58189818,67324151,115063415,49378927,49378927,164442342,,20822325,6609639,350370,1908579,0.2783,21924357,5934933,582795930,334605899,917401829,631650105,285751724,308400638,-22648914,27215659,4566745,20793,4545952,0.275878,74229596,315367357,,
711889,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,35004,U,STH,1,2,01/01/2015,12/31/2015,1164.2,45.74,,22385,1150,42027,158,66156,,3841,186,8437,158,,19859,925,37281,137,58491,,3841,186,8437,3069343,2531011,3783564,7450829,98425190,100339355,5262491,153974620,357697929,230272991,587970920,29666065,,98425190,1654941,466105,1329994,45000,,,24773000,,,,10520000,35338000,7865000,129000,24493000,38000,15054000,15474000,,,34016000,,12490000,12490000,81844000,9159000,10558000,,,,5259000,30528000,11536000,,,66173000,77709000,108237000,-26852000,-26393000,81844000,,28770798,9222596,652484,,,14938981,4234022,357638067,230332853,587970920,415972404,171998516,198764545,-26766029,29495081,2729052,,2729052,0.261875,8264594,49336876,5443309,13330570
711894,360008,SOUTHERN OHIO MEDICAL CENTER,1248 KENNEYS LANE,PORTSMOUTH,OH,45662-,SCIOTO,99936,R,STH,1,2,07/01/2015,06/30/2016,2012.08,15.48,,23486,1748,47987,174,63684,,4559,389,10547,222,,21189,1505,41969,158,57828,,4559,389,10547,5064036,11722943,8728131,34706785,108590988,176419854,17579857,250445010,352273912,495798597,848072509,40215823,,108590988,6342263,13284,380776,19486845,,,34827311,,6453239,2750262,2625689,66143346,6109443,10898960,90792828,18856202,115643226,123168295,,,149418920,,,258298062,473860328,15927652,,,3295000,,22394941,41617593,,131954542,,17761014,149715556,191333149,282527179,282527179,473860328,,7483188,23544988,1413519,1450567,0.187,6016170,1975471,352260768,496699288,848960056,550288446,298671610,285010842,13660768,12777041,26437809,35666763,-9228954,0.295311,45690444,261282719,,
711897,360161,ST. JOSEPH HEALTH CENTER,667 EASTLAND AVENUE,WARREN,OH,44484,TRUMBULL,49660,U,STH,1,1,01/01/2015,12/31/2015,745.84,23.41,,10759,1353,35447,131,47815,,2251,386,7960,131,,9172,1065,30385,119,43435,,2251,386,7960,1817608,3189192,2531370,6761577,41823695,101463858,9362584,134335862,240465055,429822357,670287412,13364384,,41823695,13155,,507354,591359,,1712,33072388,-12373030,3186719,146742,,28699380,1285224,1466571,39584029,3147,35490052,61360554,,,32865213,,315446,315446,61880039,9193186,-327,,,,1732030,10924889,,,,28627668,28627668,39552557,22327482,22327482,61880039,,11376941,3957070,116100,448520,0.117,14696223,721511,240465055,430408878,670873933,512659246,158214687,143287553,14927134,2945604,17872738,1826754,16045984,0.200415,25834049,167535957,,
711909,410010,WOMEN & INFANTS HOSPITAL,101 DUDLEY STREET,PROVIDENCE,RI,02905,PROVIDENCE,39300,U,STH,1,2,10/01/2014,09/30/2015,2225.05,43.18,,1363,5074,73617,247,90155,,316,5098,11651,247,,1363,5074,29880,167,60955,,316,5098,11651,1865327,5547502,4064629,29220702,194112610,280430753,20532876,350495663,445434657,433001047,878435704,57910906,,194112610,979509,397826,1005166,84152194,,29899,76243383,-12647128,3111439,2536177,12741280,166167244,4096334,5525,201644718,19399315,178279,131733499,,,138899560,,216751762,216751762,521818566,44780276,,,,,11093248,55873524,,,,181637781,181637781,237511305,284307261,284307261,521818566,,,2546222,81407,303064,0.4761,508305,187534,923600782,,923600782,495565439,428035343,474543363,-46508020,49801042,3293022,,3293022,0.399,98309427,314749429,,
711924,500012,YAKIMA REGIONAL MEDICAL & CARDIAC CE,110 SOUTH NINTH AVENUE,YAKIMA,WA,98902,YAKIMA,49420,U,STH,1,4,07/01/2015,06/30/2016,481.04,8.76,,8325,1417,17368,124,45384,,1867,864,4008,139,,6822,1417,14430,111,40626,,1867,864,4008,1042015,3353917,1731290,8609571,34784295,71964245,5009955,94804702,300074426,286809532,586883958,10082835,,34784295,1540307,,,-409960,,,19792571,-8515218,3910831,715238,217929,15711391,3770700,1830000,40999163,2467064,32852,11377955,1487254,,46765021,,336399,336399,62812811,5407105,3647631,-209,376544,,-84300,47395216,,110432,,32576,143008,47538224,15274587,15274587,62812811,,5024136,15400880,697304,874191,0.1712,5319204,563649,300074426,286809532,586883958,477581979,109301979,106748540,2553439,1165917,3719356,,3719356,0.161539,14683906,142489698,,
711925,521350,ASPIRUS LANGLADE HOSPITAL,112 EAST FIFTH AVENUE,ANTIGO,WI,54409,LANGLADE,99952,R,CAH,1,2,07/01/2015,06/30/2016,427,,,1435,571,4255,25,9150,,398,229,1208,25,,1275,231,3344,21,7686,,398,229,1208,4419307,935798,4746836,10122060,33592251,52481655,4816758,63952826,20267810,109407088,129674898,,,,,,,43410330,,,13130392,,1605640,917343,,59063705,1181861,3953079,52794597,649197,4245022,26721918,,,51016583,1974705,54018139,55992844,166073132,1579563,3312892,,450000,,5173834,10516289,,24897657,,1136321,26033978,36550267,129522865,129522865,166073132,,,,,,,,,23845250,145483138,169328388,76993318,92335070,86073906,6261164,5146327,11407491,-4213961,15621452,0.493178,9783010,30735827,,
711928,050009,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS STREET,NAPA,CA,94558,NAPA,34900,U,STH,1,1,07/01/2015,06/30/2016,802.74,,,14369,,29696,198,72468,,2788,,6136,208,,12770,,19238,156,57096,,2788,,6136,2858247,11160471,4976294,24103747,83703671,168313234,8249473,210818969,562071269,625807891,1187879160,27740391,,83703671,7945921,,,37205402,,,92430711,-69060993,3584972,,5258226,69418318,5333499,2635482,246658976,414798,,147719121,,,193197337,5000,129140868,129145868,391761523,28308,14189034,,,392739,7236932,21847013,,156080075,,,156080075,177927088,213834435,213834435,391761523,,8544178,29859898,2052558,1917324,0.1997,,,562071269,592197451,1154268720,911361545,242907175,252016905,-9109730,7033476,-2076254,-27444,-2048810,0.177475,9768782,162594249,,
711929,050069,ST. JOSEPH HOSPITAL OF ORANGE,1100 WEST STEWART DRIVE,ORANGE,CA,92863-5600,UNITED STATES,42044,U,STH,1,1,07/01/2015,06/30/2016,2263.68,,,17838,7727,77118,426,155916,,4018,1839,18931,463,,15169,5197,60419,374,139092,,4018,1839,18931,14181702,12984391,17077297,65438202,199355228,410383502,21389555,536628410,1231355688,1348370239,2579725927,49340527,,199355228,5305755,,,10016780,,,181179402,-128129164,10766766,1692244,5489751,102830283,22771660,2331848,569199460,2221114,42421502,245356522,,,431452836,27795706,210589669,238385375,772668494,28843513,26232348,24498,6791933,5540753,-45299315,30946922,,60755989,,-1207483,59548506,90495428,682173066,682173066,772668494,,11962799,40617159,2929564,2882697,0.2193,40111578,,1231577453,1348188105,2579765558,1980713717,599051841,609738730,-10686889,22474645,11787756,,11787756,0.208018,50830689,476841396,,
712016,230270,BEAUMONT HOSPITAL - TAYLOR,24775 HAIGH,TAYLOR,MI,48180,WAYNE,19804,U,STH,1,2,01/01/2015,12/31/2015,1032.93,32.03,,10425,1267,21107,99,36135,,2331,254,5136,189,,8836,984,17916,83,30295,,2331,254,5136,1587017,5983321,3160976,12630769,59840278,84196526,8033277,118051822,244085168,281950621,526035789,10647839,,59876344,2368736,386,528750,90235,,,78402575,-71556383,1710551,402689,,6067537,1755918,4685655,43226392,575015,21378850,40204910,,,40521926,,,,46589463,2491268,,,,,,2491268,,,,480787,480787,2972055,43617408,43617408,46589463,,13278942,3997050,99507,518280,0.12,6471193,2316244,245924796,302738304,548663100,406822557,141840543,146494343,-4653800,2359405,-2294395,-2457539,163144,0.224418,17127539,147479179,,
712021,313025,KESSLER INSTITUTE FOR REHABILIATATIO,1199 PLEASANT VALLEY WAY,WEST ORANGE,NJ,07052,ESSEX,35084,U,RH,5,4,01/01/2015,12/31/2015,1265.18,11.92,,57904,3463,104987,336,122640,,4189,115,6865,336,,57904,3463,104987,336,122640,,4189,115,6865,,,-13763,-13763,73879290,56002752,5267274,165887213,244607550,153793688,398401238,,,73879290,,,,4400,,,19172337,-3764081,,136200,512068,19612302,17861674,-4235353,69198911,444604,,19780976,,,59817384,,108362111,146252394,225682080,3884303,5308145,,,,,7788832,,,,,,7788832,217893248,217893248,225682080,,,,,,,,,244837493,153563746,398401239,183217378,215183861,179916399,35267462,13653219,48920681,22722832,26197849,0.416382,,,,
